Job_title,cleaned_job
node js developer,location pune 3 + year requirement strong handson nodejs handson write node js backend apis microservice relevant mongodb express js angular js node js must least 3 + year relevant mean stack development strong knowledge backend programming language javascript typescript nodejs framework expressjs add advantage development mobile desktop database mongodb mysql postgresql sqlite html5 css3 bootstrap excellent communication write speak english kindly share along github i d self starter able work independently minimal supervision billing system add advantage knowledge kubernete docker big plus type fulltime nodejs 3 year require education bachelor prefer location pune maharashtra prefer work remotely temporarily due covid19
devops engineer,devop engineer 1 8 year expect salary attach cv eligibility criterion hand build design maintain cloudbased application aw azure openstack etc operate script language like pearl ruby etc develop maintain cicd process saas application accessing tool like maven jenkins etc use configuration management tool like puppet saltstack ansible etc build handle vms container utilize tool like kubernete docker etc expertise operate linux environment good command scripting language shell python etc
backend developer,look java developer python java java scripts springboot python application development extensive backend database extremely team orient collaborative flexible strong aptitude learn new technology ability work collaboratively flexibly type fulltime salary 1301600 5000000 per month total work 1 year prefer java 1 year preferred education bachelor prefer work remotely temporarily due covid19
node js developer,look nodejs developer responsible manage interchange datum server user primary focus development serverside logic definition maintenance central database ensure high performance responsiveness request frontend also responsible integrating frontend element build coworker application therefore basic understanding frontend technology necessary well responsibilitie integration userface element develop frontend developer server side logic write reusable testable efficient code design implementation lowlatency highavailability performance application implementation security datum protection integration datum storage solution qualification strong proficiency knowledge nodejs framework available understand nature asynchronous programming quirk workaround good understanding serverside templating language good understand serverside css preprocessor basic understanding frontend technology html5 css3 understand accessibility security compliance user authentication authorization multiple system server environment integration multiple datum source database one system understand fundamental design principle behind scalable application understand difference multiple delivery platform mobile vs desktop optimize output match specific platform create database schema represent support business process implement automate testing platform unit test proficient understanding code versioning tool git type fulltime salary 7000000 per month software development 1 year preferred total work 1 year prefer node js 1 year require education bachelor prefer
flutter developer,look androidflutt developer location ahmedabad 25 year position 1 strong knowledge android flutter sdk different version android deal different screen size familiarity restful apis connect flutter application backend service strong knowledge android ui design principle pattern good practice offline storage threading performance tune ability design application around natural user interface touch familiarity use additional sensor gyroscope accelerometer knowledge opensource android ecosystem librarie available common task ability understand business requirement translate technical requirement familiarity cloud message apis push notification proficient understanding code versioning tool git responsibility translate design wireframe high quality code design build maintain high performance reusable reliable java code ensure good possible performance quality responsiveness application identify correct bottleneck fix bug help maintain code quality organization automatization evp employee value proposition provide 5 day work 26 earn leave compensatory career progression learn development standard salary per market norm reward recognition magnificent dynamic culture opportunity excite drop candidature hrspacestemcom detail
django developer,requirement expert python knowledge python web framework django extensive development python include development microservice use flaskdjango work eventdriven eventsourced environment containerization technology docker familiarity orm object relational mapper library able integrate multiple datum source database one system understand threading concept python multiprocess architecture basic understanding frontend technology javascript html5 css3 understand accessibility security compliance type fulltime schedule monday friday work 1 year preferred total work 2 year preferred python 1 year preferred education bachelor prefer
network administrator,network admin we epicor software global technology leader dedicated help business drive growth 45 year modern industryspecific software help customer boost efficiency productivity simplify automate everyday process stellar team nearly 4000 worldwide employee passionate build exceptional product solution teamwork constant innovation integrity strive hire reward star player inspire one another drive result business customer role provide outstanding network enduser internal support worldclass customer service minimally supervise leadership fastpace environment host client service role worldwide hq epicor you ll provide outstanding customer service lumber retail host customer excellent communication display leadership ownership interest office support build vpn tunnel maintenance sonicwall cisco asa firewall occasionally assist customer variety vpn appliance support firewall 17000 + user connect daily troubleshoot network performance connectivity problem host firewall end user internet vpn respond normal high priority client call local remote fed primarily work queue ticket system use troubleshoot resolve problem ticket maintain internal service level agreement monitor ticket queue must able take direction manage priority perform task minimal supervision must possess high attention detail understand importance topquality customer service professional attitude need succeed 5 year prior network support prefer ability work level management leave last positive memorable ability work eveningusa support hour prove firewall network support must firm understanding network relate troubleshooting relate enduser troubleshooting network+ server+ ccna mcp mcse certification plus must instal troubleshooting network print multiple vpn appliance cisco fortigate meraki sonicwall palo alto plus physical requirementsworking condition must possess mobility work standard office setting use standard office equipment include computer stamina maintain attention detail despite interruption vision read print material computer screen hearing speech communicate person telephone
ios developer,applicant need sound background io application design development testing maintenance exposure complete sdlc include requirement definition prototype proof concept code interface implementation testing maintenance need expertise io sdk xcode swift objective c require must proficient code per program specification standard project ensure quality compliance error free code education b techbemca prefer total 35 year minimum 2 year relevant effective communication customer service team work capabilitie positive attitude quality look location kolkata
java developer,title lead software engineer architect location indianapolis salary 145k base purpose hc1 seek highly collaborative playercoach passion create innovative scalable solution increase business demand look solution visionary help build lead new java scrum team construct lifechange healthcare solution use aw make impact hc1 focus improve life highvalue care unique machine learn algorithm transform laboratory datum personalize healthcare insight aws partner network organization cloudbase software organize live datum include lab result genomics medication deliver solution ensure right patient get right test right prescription key responsibility lead design development hc1s product design implement new feature component base business requirement develop highlevel product specification technical design conduct code review documentation design implementation agile methodology ensure high quality software lead project minimal supervision produce working proof concept jumpstart development investigate evaluate new emerge technology troubleshoot fix software application problem participate hc1s software process quality effort mentor engineer experience 5 + year software design java development least 1 year develop aw design develop modern distribute application extensive design develop debug restful web service microservice design cloudbase system technical environment necessarily require information hc1 platform java spring springboot amazon web services aws aw glue reactjs snowflake python linux jenkins what s unlimited pto remote friendly flexible hour 401k match career planning mentorship professional development stock option volunteer opportunity wellness program join talent community get glimpse culture perk visit hc1comcareers follow we instagram hc1dotcom get day life hc1 inclusion equal opportunity employment hc1 equal opportunity employer commit diversity inclusion pleased consider qualified applicant without regard race color religion sex sexual orientation gender identity national origin age disability protect veteran status aboriginalnative american status legallyprotecte factor disabilityrelate accommodation application process available upon request
machine learning,primary function state primary function overall purpose position datum science manager responsible deliver tool solution business analysis strategic planning use various datum science technique approach position require excellent knowledge statistic mathematics utilize database generate actionable insight business work closely senior leader design deliver key metric insight position also demand strong business acuman stakeholder management sound application analytic concept position part team analyst support electrical sector america primary responsibility identify growth opportunity solve business problem provide solution use advance analytic r python hadoop decision make lead project end end position also provide statistical functional expertise eaton business operation report analysis datum relate sale customer essential function major duty function key responsibility limit follow work key stakeholder lead high impact advance analytic data science project enable sale profit growth b develop niche team datum scientist analyst provide actionable intelligence sale marketing product team c proactively own drive manage standardization datum platform build share good practice field organization senior leader exceptional analytical thinking convert business problem statement analytical problem statement e play lead role crossdepartment project present business case systemic solution higherlevel management team f understand sale marketing digital datum metric would added advantage g lead colead analytical project conceptualization execution partner business implementation analysis drive incremental sale profit h identify discover opportunity utilize advance analytic statistical method support develop competency analytical team problem identification problem solve ability translate intelligence datum business language clearly articulate approach impact result sell story presentation qualification 810 year relevant work solve sale marketing problem use statistical technique advance analytic master degree computer science statistic mathematics similar field prefer statistical mathematical modeling knowledge structured approach problem identification solve handson project delivery experience machine learn technique kmean random forest linear logistic regression neural network etc unstructured datum analysis eg text mining sentiment analysis etc statistical analysis technique application solve business problem use sale datum correlation analysis hypothesis testing multivariate statistical analysis time series technique attribution model strong provide predictive modelling solution ability leverage technology solve analytical need sql r python power bi work knowledge hadoop hive sql nosql database hand knime analytic platform alteryx power bi hadoop hive prefer able work large dataset measure result identify impact attribution discovery model predict future performance business proficiency follow area require strong business acuman understand sale cycle seasonality impact business industry good organizational time management strong analytical interpersonal interact level management highly motivated individual excellent communication collaboration make matter work everywhere lookfrom technology machinery surround we critical service infrastructure depend every dayyoull find one thing common rely power that s eaton dedicate improve people live environment power management technology reliable efficient safe sustainable matter confident deliver promise attribute employee embody ethical passionate accountable efficient transparent committed learning value enable we tackle tough challenge planet never lose sight matter marketing region asia pacific organization corporate sector level manager schedule fulltime remote work ie work home another eaton facility allow position position offer relocation relocation within hire country travel yes 10 time
backend developer,summary uiux frontend developer opportunity conceptualize implement responsive userfriendly design widely use application interface industry eye good design strong responsive web development capability look you re perfect pick standard web interface make sure responsive across mobilestabletsdesktop css responsibility duty build responsive userfriendly interface web application ensure application fully responsive across devices layouts orientation etc conceptualize design theme develop deep knowledge thorough understand htmlcssjavascript complete ownership uiux lifecycle good user coordinate large development team integrate backend service require technology frontend technology html5css3 web framework bootstrapmaterializeetc javascriptjquery css preprocessor lesssassetc thorough responsive web development capability comfortable source control version management tool optional prefer technology mockup capability design angular graphic design ability photoshopillustratorcoreletc salary rs 400000 rs 600000 year location powai mumbai temporarily work remotely due covid19 type fulltime salary 40000000 60000000 per year schedule day shift graphic designing 1 year preferred responsive web development 3 year require bootstrapmaterialize framework 2 year required application question current last draw annual ctc work remotely temporarily due covid19
devops engineer,advanced one uks large fast grow software company true partnership define thing enable we stand competition pride deliver focused software solution public sector enterprise commercial health care organization simplify complex business challenge deliver immediate highquality value post title devop engineer location bangalore india report respective line manager level 36 year description exciting opportunity join devops centre excellence devop engineer successful work team across business work multiple technology stack wide variety environment role involve create enhance automation cicd expand toolchain functionality availability include add integration point toolchain api work team improve process define deliver key development operational pattern practice need positive attitude strong desire learn team work closely together need strong fit able work team member well independently key success role able self manage multiple concurrent small project include manage priority project strong problem solve able quickly learn onboard new technology strong communication documentation successful work follow key technology skilled least 2 follow knowledge least 4 jenkin build pipeline groovy nodejs aws cloudformation powershell bash docker aws service ec2 ecs s3 iam sns sqs lambda api gateway
database administrator,track i d location philadelphia pa tampa fl west read pa level mid career 2 + year level education babs type fulltimeregular date update july 12 2018 year 2 5 year start date asap description fortna professional service software company look linuxvmware administrator administer test evaluate implement hardware software deal specifically fortna warehouse execution system wes train flexible work home office minimal travel need primary responsibility include architecte implement operate manage integrate complex enterprise system infrastructure internally externally client deliverable define maintain technology integration model conceptual logical application infrastructure pattern service provide expertise guidance peer leadership associate overall infrastructure architecture relate software department solution strategy provide technical expertise assist selection new hardware software platform assist attain enterprise architecture principle policy standard document infrastructure architecture environment procedure ensure infrastructure remain costeffective efficient high quality assist design setup fortnaclient secure remote vpn connection assist support fortna provide infrastructure client produce highquality project qa infrastructure design documentation provide remote support troubleshoot new legacy wes system instal new rebuilding exist server configure hardware peripheral service set directory storage etc accordance standard projectoperational requirement instal configuring system wes infrastructure application asset management application research recommend innovative possible automate approach system administration task administration 3rd party middleware application use part wes solution glassfish application server active message queue skill bachelor degree computer science relate field equivalent 2 + year linux system admexperience 2 + year network topology infrastructure expertise 2 + year vmware vmware certification eager learn positive cando attitude strong problem solve skill exposure oracle database administration plus strong understanding virtual private networking work knowledge server workstation infrastructure strong understand high availability protocol architecture ability keep technology trend emerge good practice consistently evolve current solution work knowledge storage area network network attach storage system work knowledge unix compliant command line interface ability understand diagnose clientserver architecture excellent oral write communication skill ability clearly articulate project member stakeholder must team player work well technical nontechnical resource ability work flexible schedule outside normal business hour inclusive weekend little advance notice minimal travel linux rheloelcento specific administration network monitoring solution support software configuration management system previous glassfish activemq prefer near one office location tampa fl west read pa atlanta ga training flexibility work combination home office fortna office location base need
backend developer,position php developer workload engineering location manyata bangalore start date immediate need candidate join immediately salary negotiable inr description 4 + year software development oop php use im backend sl github citrix scripting use ansible terraform linux vmware type fulltime salary 15000000 per month php 1 year prefer oop 1 year prefer im 1 year preferred education bachelor prefer
database administrator,overview cure start fre hutchinson cancer research center home three nobel laureate interdisciplinary team worldrenowne scientist seek new innovative way prevent diagnose treat cancer hivaid lifethreatening disease fred hutch pioneer work bone marrow transplantation lead development immunotherapy harness power immune system treat cancer independent nonprofit research institute base seattle fred hutch house nation first cancer prevention research program well clinical coordinate center woman health initiative international headquarters hiv vaccine trial network career start research administration group epidemiology program public health science division look selfstarte communicative individual join team research administrator work closely several principal investigator scientist proactively provide compliant effective funding budget regulatory administration well general daytoday administrative support team support scientist staff whose work focus broad goal identify cause human cancer progression ii advance understand basic mechanism lead cancer progression iii translate discovery effective prevention strategy position work autonomous manner general direction complete task report program operation director responsibility research administrator iii responsibility break four major area fund source administration lead grant submission process conduct key task creation communication timeline appropriate stakeholder development project budget completion nontechnical portion submission oversight institutional signoff perform key post award activity interpreting notice award enter award datum grant database coordinate submission annual progress report communicate award information relevant faculty staff fiscal support develop monitor track project budget develop custom report format share information teamdepartment run analyze report identify issue approve budget expense require partner finance resolve identify budget expense issue regulatory support manage renewal timeline ensure completion regulatory document irb mta etc timely manner identify necessary regulatory component submission confirm require item place escalate issue need determine impact develop implementation plan response applicable regulatory change andor revision center policy procedure serve central point contact answer question escalate issue need administrative support maintain faculty cv publication database assist submission manuscript complete administrative task travel coordination expense report purchasing maintenance supply equipment reconciliation business credit card identify administrative issue discussion leadership coordinate meetingsconference call occasional event plan management qualification require associate bachelor degree two year relevant research administration nih grant submission management advanced proficiency excel word powerpoint outlook endnote adobe ability source datum system generate customize report efficient planning organize prioritize work skill tailor communication specific audience navigate complex internal system department basic budgetary knowledge ability reconcile manage report budget information etc prefer certify research administrator prior research administrator preferably principal investigatorsacademic ability edit sharepoint site basic web page knowledge relevant regulatory guideline irb iacuc mua knowledge fred hutch process policy please note submission cover letter strongly recommend commitment diversity commit cultivate workplace diverse perspective welcome respect proud equal opportunity vevraa employer discriminate basis race color religion creed ancestry national origin sex age disability marital veteran status sexual orientation gender identity political ideology membership legally protect class affirmative action employer encourage individual diverse background desire priority referral protect veteran due disability need assistanceand reasonable accommodation application recruiting process please send request employee service center escmail fredhutchorg call
database administrator,database administrator ii responsible provide full system development life cycle database service company individual handle daytoday database maintenance support activity individual responsible work implementation team business owner group ensure database system implement properly compliant applicable maintain good practice database administrator ii responsible tracking resolve database relate incident request within slas service level agreement review service relate report eg database backup maintenance monitor daily basis ensure service relate issue identify resolve within establish slas essential duty responsibility include follow duty may assign administer microsoft sql database server instance administer oracle database server instance responsible full sdlc database system include specification selection implementation validation monitoring tune optimize backup decommissioning periodically audit database ensure compliance assist developer store procedure function view troubleshoot resolve database issue perform database health check optimization perform backup restore recovery model perform index management statistic maintain database firewall software perform periodic database management include updatepatche upgrade tune optimization archiving maintain develop implement policy procedure ensure security integrity database plan conduct structured testing database design confirm functionality performance perform routine customary operational monitoring activity ensure database environment stable capable meeting ongoing business need education andor bachelor degree computer information system equivalent knowledge require equivalent knowledge may obtain current microsoft oracle training certification work least four year sql oracle dba minimum two year microsoft oracle database system require performance tune optimization pto use native monitoring troubleshooting tool work third party database monitor security system supervisory responsibility none qualification strong understand microsoft sql technology database administration mssql 05 + server database administration oracle 10 high server prefer good communication documentation skill previous troubleshooting tsql code basic microsoft net knowledge vbnet c knowledge high availability ha disaster recovery dr option mssql server computer skill must proficient office suite must proficient sql management studio must basic knowledge sql profiler familiarity sql engine tune advisor prefer certificate license registration one follow certification prefer mct mcitp mvp skill ability implement operational automation use script perform duty independently highly dynamic fastpace business environment demonstrate attention detail excellent write verbal communication skill exhibit superior customer service skill excellent organizational skill attention detail require ability manage daytoday operation well project work physical demand physical demand representative must meet employee successfully perform essential function position require minimal travel average travel position 510 variation base upon demand business imperative work environment work environment characteristic describe representative employee encounter perform essential function specific work demand perform successfully individual must able perform essential duty satisfactorily requirement list representative knowledge skill andor ability require reasonable accommodation may make enable individual disability perform essential function
backend developer,require 2 3 year skill require nodejsphpnetpython live stream type fulltime schedule day shift backend developer 2 year require education bachelor require
devops engineer,26 year location pune bangalore duty support deployment operation experian strategic paas facility base openshift container platform assist troubleshootingremediation proactive maintenance hardware software element combine deliver platform ensure work carry complie global standard contribute development standard enable ongoing fitforpurpose engineer work closely design build automate operational process focus scalable deployment paas evn assist developer use inhouse docker registry createpublish application strong emphasis collaboration communication work part paas devop engineer team establish support automate cicd process use jenkin artifactory openshift container platform engage 247 production support globally deploy solution onprem cloud typical task support multitenant container configuration global standard assist client support team ensure issue deal professional timely manner buildsupport nonprod dev test stage production container platform environment standardize build support portfolio reusable component service interface ensure availability performance reliability report global container platform environment improve productivity delivery orchestration proactive monitoring selfheale automation operation validation collaborate coach internal business unit team member help build container ready application use standard automate cicd process work part apac regional team well global application development platform architecture team need position knowledge aws pvc linux administration bash script ciccd version control tool monitor tool aditional position education level career level experience
full stack developer,overview fuel dedicated workforce ameresco premier provider energy efficiency renewable technology solution conservation renewable energy generation ameresco employee develop implement 5 billion energy saving solution help customer utilize clean sustainable resource ameresco seek junior full stack developer familiarity layer mastery many genuine interest software technology include server network host environment datum model business logic api layer action layer mvc user interface user understand customer business need responsibility write production ready php pythonjavascript code easy deploy support cover test documentation easy integrate service writing test effective mysql postgresql datum managestore algorithm work developer launch deploy new service productoriente understand ultimate goal produce great product case service failure loss functionality help operation team restore service locate problem prevent failure future qualification minimum qualification b degree equivalent prefer qualification knowledge development one phppythonjavascript knowledge usage database postgresql mysql knowledge git version control system interested individual encourage respond directly ameresco please submit compensation requirement directly via http careersamerescocom immediate confidential consideration awardwinne industry leader ameresco challenge brightest talented creative individual industry provide environment embrace initiative diversity achievement along comprehensive reward include peopleoriente insurance investment incentive plan equal opportunityaffirmative action employerwomenminoritiesveterandisability
backend developer,amrin infotech need backend developer good knowledge laravel php codeignitorapi able create api website laravel php codeignitor note must minimum 2 25 yrs good knowledge laravel codeignitor php api minimum 2 25 year location b168 west vinod nagar delhi amrin infotech wwwamrininfotechcom ph type fulltime salary 1500000 2000000 per month schedule day shift programming 2 year preferred work 2 year preferred total work 2 year preferred education bachelor prefer benefit work home industry software development work remotely
node js developer,summary logicode inc looking experience nodejs developer ahmedabad location closely work development team create serverside logic per requirement integrate front end element develop colleague two year would big plus responsibility duty integration datum storage solution api integration take care security datum privacy aspect develop application project deployment maintenance write deploy debug code production server database design use mysql familiar version control tool like git require qualification strong hand java script prove work nodejsloopbackexpress strong knowledge ngnix strong knowledge redis cache expertise rdbms like mysql knowledge jquery ajax prove object orient program basic html css web service rest apis beneficial angular react js plus
software engineer,look look exceptionally talented software development engineer test lead deliver continuous improvement quality bigdata enterprise product write complex test case deep understand automation tool testing methodology cicd continuous integration deployment process you ll responsibility design build advanced automate testing framework tool automate test suite use java python javascript base solution junit selenium jasmine etc build enhance maintain automation framework scalability stability performance hadoop scale test automation practice ensure robust release quality good knowledge test methodology create test case test plan define optimum suite sanity regression smoke deployment verification etc advanced aspect system testing automation look require bsm computer science relate field 39 year test development automation framework development either performance testing expertise past build release process cicd excellent problem solve programming excellent communication collaboration ability work effectively independently part team eye detail never let thing fall crack prefer educational background college repute past manage sizable hadoop cluster include service full stack development past test drive development infowork amazing culture brilliant mind extraordinary execution right place right time join gamechange bigdata technology company infowork provide data operation orchestration system deliver endtoend automation business rapidly grow analytic need found 2014 headquartered palo alto fund centerview capital technology nexus venture partner knoll venture
javascript developer,software engineer every day billion transaction call message hold world communication fabric together run system amdoc help create work large innovative company planet work make impact past four decade continually reinvent keep move exciting new area medium game iot 5 g cloud service always opportunitie we grow develop nurture entrepreneurial instinct open door promote ability seize day company build amazing people supportive atmosphere culture build mutual support respect feel good factor happen workplace build kind people amdoc employ make career journey we one sentence responsible design develop modify debug andor maintain software system responsible one specific module within large software system scope look like design develop modify debug andor maintain software code accord functional nonfunctional technical design specification follow amdocs software engineering standard applicable software development methodology release process ensure code maintainable scalable supportable demo software product stakeholder investigate issue reviewingdebugge code provide fix workaround review change operability maintain exist software solution work within team collaborate add value participation peer code review provide comment suggestion work cross functional team achieve goal assume technical accountability specific work product within application provide technical support solution design new requirement encourage actively look innovation continuous improvement efficiency assign task need bachelor degree scienceitcomputer science equivalent 15 3 year demonstrable html5 css java script reactredux nodejs advance javascript typescript angular 2 unitintegratione2e testing frontend project exposure rest paradigms domainresource modelling concept integration ui understanding write automate unit test case use mockito enzyme ui testing suite work knowledge build toolsjenkin source control gitperforce love challenge design develop new software application opportunity work grow organization ever grow opportunity personal growth opportunity work industry advanced technology software engineer
java developer,opportunity charles schwabs software application engineer thrive leadingedge work culture develop product help schwab customer learn explore make lifeimpacte move path achieve goal advisor service technology look software developer lead work schwab premier custody platform schwab advisor center position require selfmotivate individual strong problemsolving contribute highly collaborative culture agile team environment ability deliver innovative low cost reliable solution key success role software developer lead drive learn grow continuously contribute evolve schwab technology good design development testing deployment support technology advisor service technology application support application system production environment review requirement translate document technical design work agile team deliver solution interact individual across schwab different support organization business group bachelors degree computer science relate field relate practical 10 + year professional software development 8 + year realworld cnet 5 + year build rest service support high volume transaction highly available environment build web application modern javascript framework angular react vue etc work knowledge cloud framework design pattern microservice microui 12factor design ood etc build cloudready application aw azure gcf pivotal cloud foundry similar cloud infrastructure good understanding database concept either sql nosql solutions eg sql oracle mongodb hadoop excellent oral write communication ability fully support development phase software development lifecycle sdlc ability review requirement translate requirement design implement fully test design testing include aspect testing unit functional integration endtoend production implementation support participation review governance activity must critical thinker solutionsoriente strong analytical troubleshooting problemsolving must able quickly grasp complex concept learn new technology ability work independently effectively interact collaborate type stakeholder technical business peer leader detail orient selfstarter prefer agile part scrum team understand pattern practice ability contribute application platform architecture design
machine learning,understand business domain solve business use case use computer visionmachine learningaianalytic proficiency python panda numpy tensorflow code understand rest apis desirable develop machine learning application accord requirement perform statistical analysis finetune use test result select appropriate dataset datum representation method train retrain system necessary good understanding programming complex logical program type fulltime salary 30000000 50000000 per year schedule day shift morning shift python 1 year require education bachelor require work remotely
devops engineer,purpose challenge 47 marketshare makemytrip indias first big travel company fact one every four passenger airport customer drive desire provide exceptional travel customer continuously stay ahead curve develop technology product meet everchange demand rapidly evolve travel ecosystem currently solve multiple challenging problem include bring next 100 million user platform leverage customer insight create truly personalise user create delightful user make travel synonymous mmt excite join we rewarding fulfil enrich career make good trip customer also promise trip lifetime employee everyday team solve challenge problem million user leverage late technology load fun every day new trip precisely call tripper sanjay mohan group cto makemytrip opportunity you ll you ll skilfully deploy automate maintain troubleshoot constantly improve system keep backend infrastructure run smoothly you ll competently handle automation cluster management various component like pdt kafka emrspark s3 integration workflowdag scheduler etc you ll proficiently execute deployment maintenance cloudbase business intelligence saas solution you ll bring team you ll bring outstanding expertise develop automate tech stack aw technology eg ec2 rd elb ebd s3 vpc glacier iam cloudwatch kms emr athena containersdocker develop maintain cloud infrastructure strong emphasis good practice cloud security mad devop engineer 24x7 uptime amazon aws environment include automation configuration management tool like ansible analyze resolve complex infrastructure resource application deployment issue interview process prep note code assessment scripting language jenkins ansible docker prior deployment tool strong familiarity linux shell environment depth programming scripting language bash perl python ruby assessment big datum technology hbase hive hadoop basic apache hadoop hadoop ecosystem comprise set tool work together solve big data problem understand hdfsfile system practical knowledge hbase aws cloud cloud technology azure aw know automation redundant task aw cloud use lead tool chef puppet docker jenkin identify challenge cloudbased application infrastructure improve process make secure scalable team fitment behavioural assessment culture fit role operation work well everyone genuine see cultural fit everyone focus mission figure learn growth tripper get instant access learn academy elearne portal like udemy codeacademy etc education loan sponsorship conference skill development program much mention incredible learn opportunity undoubtedly receive work leader colleague top game learn academy continuous education scheme conference peer learn
network administrator,hardware network understand issue user perspective reach appropriate resolver group b decode error alarm status understand fail unit device provide hand foot support resolution strong hardware networking troubleshooting technique switching carry standard configuration switch accord template b carry vlan mapping ip address use svi vlan interface port mapping port security perform port aggregation link configuration access trunk route troubleshoot route issueseigrpospf overutilization reachability vpn connectivity b standard sop base configuration router aaa tacac radius banner standard accesslist gre vpn configuration wlan troubleshoot wap isolation issue authentication issue validate cap wap message b carry configuration group creation accesscontrol document change network management tool troubleshoot macd failure b monitor report capacity breach status license c monitor health status define sop technical network component device f switch soft switch multilayer switch f routers bridge router f wireless access point wap wireless network interface controller f pbx f behavioural email communication presentation public speak f
devops engineer,hand network security database cloud system profound knowledge various scripting language system server administration mass system deployment wide knowledge operating system administration program language cloud platform deployment networking protocol outstanding knowledge release engineering cloud create tool engineering organization performance optimization build deploy cicd pipeline cloud infrastructure solution use terraform bitbucket aw codebuild etc work knowledge automate infrastructure deployment aw service like glue emr s3 sns sqs athena redshift lamdastep function rd dynamo db beanstalk route 53 cloud trail cloud watch ec2 infrastructure system software management aw cloud onpremise data center software service like informatica power center alteryx tableau microsoft sql oracle cognos etc linux windows os drive platformproduct devop agile team manage platform service upgrade address infrastructure issue work pocs new service setup monitor oversee aw security aw network setup infrastructure manage software license renewal ongoing basis provide guidance management cloud cost management operating efficiency ability analyze resolve complex infrastructure resource application deployment issue education bachelor degree equivalent year applicable 4 + year applicable networking security database cloud system language ability fluently read write understand communicate english specific posting content automate deployment application system configuration security setting build deploy cicd pipeline cloud infrastructure solution use terraform bitbucket aw codebuild etc 2 + year enable aw service like glue emr s3 sns sqs athena redshift lamda step function ec2 beanstalk cloud watch cloud trail route 53 3 + year infrastructure system software management aw cloud andor onpremise datum center software service like informatica power center alteryx tableau microsoft sql oracle cognos etc linux window os windows linux system administration handson 2 + language terraform python 2 + year aw infrastructure provision 5 + year premise data center network vpc gateway server cluster etc 2 + knowledge aw service like glue emr s3 sns sqs athena redshift lamda step function ec2 beanstalk cloud watch cloud trail route 53 work part agile team use agile collaboration tool like jira confluence strong collaboration effective communication across multiple team stakeholder internal external high learn agility able gather assess implement new technology relate tool introduce company order grow agile development environment provide direct server support various operation deployment general production collaborate developer make sure new environment meet requirement conform good practice create custom code secure order defend cyber security issue strong work knowledge aws iam security service alcon equal opportunity employer take pride maintain diverse environment discriminate recruitment hire training promotion employment practice reason race color religion gender national origin age sexual orientation gender identity marital status disability reason
